x,y,level,type
130,11,60,铜
130,59,58,硅 130,595,58,硅
130,62,60,宝
130,65,58,油
130,78,60,宝
130,112,60,宝
130,113,60,宝
130,121,60,宝
130,122,60,宝
130,206,60,铜
130,224,58,铁
130,246,58,铜
130,273,60,铜
130,275,60,铁
130,276,60,铁
130,281,58,油
130,291,60,油
130,294,60,铁
130,340,60,铁
130,371,60,硅
130,377,60,油
130,381,60,宝
130,389,58,铁
130,391,60,宝
130,448,58,铜
130,460,58,铜
130,487,60,铜
130,501,60,铁
130,513,58,宝
130,534,58,硅
130,535,58,硅
130,539,58,油
130,551,60,宝
130,577,60,铜
130,595,58,硅
131,3,60,硅
131,4,60,硅
131,43,60,铜
131,48,60,铁
131,63,60,铜
131,69,60,铁
131,123,60,油
131,155,58,铁
131,160,58,硅
131,192,58,宝
131,196,60,宝
131,235,58,硅
131,275,60,铜
131,291,60,油
131,328,60,硅
131,337,60,硅
131,369,58,宝
131,393,60,铁
131,399,58,硅
131,450,58,铜
131,518,58,宝
131,579,60,铜
132,1,60,铁
132,19,60,油
132,25,58,宝
132,45,60,铜
132,47,58,铜
132,59,58,硅
132,69,58,铁
132,75,58,铁
132,88,58,宝
132,115,58,铜
132,159,60,硅
132,168,58,宝
132,202,60,宝
132,223,58,油
132,252,58,油
132,310,58,宝
132,314,58,油
132,318,58,宝
132,345,60,硅
132,354,58,铜
132,359,60,铜
132,418,60,硅
132,448,58,铁
132,560,58,油
132,596,58,铜
132,598,60,宝
133,11,66,硅
133,33,58,铁
133,50,58,宝
133,59,58,油
133,62,60,油
133,100,58,油
133,166,60,宝
133,180,58,油
133,187,60,铜
133,192,58,硅
133,195,60,宝
133,197,58,铜
133,379,62,硅
133,408,60,铁
133,472,60,铁
133,495,60,宝
133,509,58,宝
133,513,58,铜
133,570,58,硅
133,589,62,硅
134,27,58,硅
134,32,60,铜
134,134,58,油
134,136,58,油
134,172,60,铁
134,215,60,铜
134,236,60,铜
134,267,60,宝
134,315,60,铁
134,319,58,硅
134,326,58,油
134,403,60,铁
134,407,60,铜
134,415,58,铁
134,515,58,铜
134,549,60,宝
134,563,58,铁
134,569,60,铁
134,585,58,油
134,598,60,铁
135,29,58,油
135,64,60,铜
135,97,60,铜
135,108,60,铜
135,110,58,油
135,122,60,铜
135,255,60,宝
135,311,58,铁
135,320,60,宝
135,365,58,铜
135,368,58,铜
135,373,60,宝
135,415,58,油
135,438,60,硅
135,463,58,宝
135,482,58,铁
135,496,60,铁
135,551,60,宝
135,564,58,铁
136,25,58,铁
136,94,60,硅
136,107,58,硅
136,141,58,铁
136,184,58,硅
136,206,60,铜
136,226,58,铜
136,240,60,硅
136,265,58,硅
136,290,58,铁
136,370,58,铜
136,390,58,宝
136,419,58,硅
136,424,60,铁
136,438,58,油
136,440,58,宝
136,445,58,硅
136,502,58,油
136,562,58,硅
137,33,58,铜
137,36,58,油
137,71,60,铜
137,82,58,油
137,110,58,硅
137,141,58,宝
137,145,58,铁
137,185,60,铁
137,193,58,铜
137,195,60,硅
137,208,60,铜
137,216,58,油
137,236,60,铁
137,300,58,铁
137,303,58,油
137,374,60,铁
137,408,60,铜
137,442,58,硅
137,465,58,宝
137,499,60,铜
137,582,60,硅
138,12,62,硅
138,14,60,油
138,39,60,铜
138,58,58,油
138,140,58,硅
138,181,58,油
138,195,58,铜
138,206,58,硅
138,236,60,铜
138,294,68,硅
138,366,60,硅
138,373,58,宝
138,374,60,宝
138,405,58,硅
138,410,60,铜
138,435,58,宝
138,445,60,铁
138,489,60,宝
138,573,58,油
138,590,60,铜
139,41,60,铜
139,61,60,铁
139,72,58,硅
139,103,58,宝
139,137,58,油
139,147,60,铁
139,160,58,宝
139,208,58,油
139,238,60,铜
139,316,58,铜
139,331,58,油
139,366,58,油
139,399,58,宝
139,442,60,铜
139,453,58,铜
139,505,58,油
