x,y,level,type
60,28,58,油
60,33,60,铜
60,43,58,铁
60,59,58,硅
60,112,60,硅
60,127,58,铁
60,176,60,宝
60,248,58,宝
60,250,60,铜
60,318,58,铁
60,330,58,铜
60,452,58,宝
60,466,60,宝
60,507,60,硅
60,510,58,铁
60,567,60,油
60,575,58,油
60,599,60,油
61,50,60,硅
61,99,60,硅
61,182,58,铜
61,188,62,硅
61,189,60,宝
61,190,58,硅
61,196,60,硅
61,253,58,硅
61,286,58,硅
61,336,60,宝
61,365,58,铁
61,377,60,硅
61,396,58,硅
61,413,58,油
61,449,60,宝
61,463,58,宝
61,469,60,宝
61,470,58,硅
61,495,60,铜
61,505,58,硅
61,571,60,宝
62,16,60,宝
62,34,60,油
62,86,58,铜
62,135,60,宝
62,152,60,硅
62,172,58,油
62,182,58,油
62,239,60,宝
62,281,60,铁
62,293,60,宝
62,324,58,铜
62,325,60,铁
62,349,58,硅
62,397,60,油
62,440,60,油
62,456,60,硅
62,534,58,铁
62,595,60,宝
63,5,60,油
63,57,58,铁
63,60,66,宝
63,71,60,油
63,99,58,油
63,101,58,宝
63,127,60,宝
63,139,58,铁
63,155,60,铁
63,161,60,硅
63,235,60,油
63,266,60,油
63,307,60,油
63,308,58,油
63,313,60,铁
63,369,58,硅
63,421,58,宝
63,495,60,油
63,497,58,铜
63,532,60,铜
63,554,60,油
63,581,58,硅
64,9,58,铜
64,64,60,宝
64,68,60,铁
64,144,58,硅
64,167,60,铜
64,178,58,油
64,198,58,硅
64,260,58,铜
64,293,58,宝
64,298,60,硅
64,299,58,铜
64,318,58,铜
64,321,58,硅
64,347,60,硅
64,358,60,铜
64,383,58,铜
64,421,60,铜
64,451,58,宝
64,467,58,铜
64,506,58,油
64,598,58,油
65,47,60,硅
65,70,58,铜
65,124,58,硅
65,159,60,铁
65,166,60,铜
65,176,58,硅
65,258,60,铜
65,274,58,铜
65,283,60,硅
65,313,58,铜
65,315,58,铜
65,387,58,硅
65,398,58,硅
65,408,58,宝
65,459,60,铁
65,497,58,硅
65,503,58,铜
65,579,58,宝
65,594,60,铜
66,9,60,铜
66,44,58,铜
66,55,58,铜
66,100,60,铁
66,113,58,硅
66,136,58,硅
66,138,60,油
66,146,58,铁
66,189,60,宝
66,207,60,铁
66,267,60,宝
66,295,60,硅
66,315,58,铜
66,360,60,铁
66,376,58,铁
66,415,60,铜
66,419,62,铜
66,424,58,宝
66,493,60,宝
66,496,60,油
66,502,58,油
66,514,58,铜
66,515,60,铁
66,516,58,硅
66,525,58,宝
66,527,58,铁
66,534,60,铜
66,553,58,硅
66,596,60,铜
67,30,58,铜
67,47,58,铁
67,60,58,宝
67,99,58,铁
67,160,60,硅
67,164,60,油
67,170,60,铜
67,236,60,硅
67,251,60,铁
67,258,60,宝
67,279,60,硅
67,283,58,铁
67,316,58,铁
67,451,60,宝
67,469,60,油
67,477,60,铁
67,516,58,铜
67,561,58,宝
68,8,58,硅
68,23,62,硅
68,56,58,宝
68,66,60,硅
68,67,60,宝
68,73,58,铜
68,93,58,宝
68,100,60,硅
68,120,60,宝
68,133,60,硅
68,165,58,宝
68,169,60,硅
68,177,60,硅
68,198,58,铁
68,202,60,宝
68,203,60,油
68,220,58,铁
68,277,60,铜
68,341,60,铜
68,351,60,油
68,366,58,宝
68,491,60,硅
68,541,58,硅
68,542,62,硅
68,568,60,油
68,575,60,宝
68,578,60,宝
68,598,58,铜
69,39,60,铁
69,99,58,铁
69,118,58,硅
69,123,58,硅
69,142,60,铁
69,218,58,宝
69,291,60,油
69,300,58,宝
69,317,60,油
69,329,60,油
69,339,60,宝
69,342,60,宝
69,402,60,硅
69,431,60,油
69,482,58,油
69,498,60,硅
