x,y,level,type
100,34,58,宝
100,152,58,铜
100,195,60,宝
100,197,58,铜
100,202,60,铁
100,249,58,铁
100,260,58,铁
100,261,60,铁
100,279,58,铁
100,292,60,铜
100,310,58,宝
100,317,58,铁
100,363,60,铜
100,387,58,铜
100,417,60,宝
100,421,60,宝
100,499,58,硅
100,509,58,硅
100,513,60,铁
100,537,58,油
100,555,58,铜
100,580,58,油
101,5,60,铜
101,30,58,铁
101,41,58,硅
101,74,58,铜
101,79,60,铜
101,93,60,油
101,98,58,宝
101,103,58,铁
101,139,60,铁
101,171,58,硅
101,182,58,宝
101,192,58,硅
101,230,60,宝
101,287,58,铜
101,293,60,铜
101,356,60,铁
101,375,58,铜
101,386,58,油
101,416,58,硅
101,421,60,宝
101,432,58,铜
101,442,60,铁
101,443,58,铁
101,459,60,铁
101,482,58,铜
101,519,58,油
101,532,58,铁
101,538,58,宝
101,547,58,硅
101,549,60,铜
101,563,58,宝
101,594,58,宝
102,32,60,铁
102,76,58,铜
102,81,60,铜
102,111,58,铁
102,158,58,铁
102,180,58,宝
102,259,58,铜
102,376,60,铁
102,380,58,铜
102,416,58,铁
102,429,58,宝
102,446,58,硅
102,484,60,宝
102,506,60,硅
102,552,58,油
102,565,60,铁
102,568,58,铜
102,576,60,宝
102,579,60,铜
103,24,58,铁
103,47,58,铜
103,48,58,铁
103,103,58,铜
103,120,58,宝
103,139,58,铁
103,217,60,铁
103,252,60,铁
103,292,60,铜
103,382,58,铜
103,392,60,铜
103,402,60,宝
103,408,58,宝
103,421,60,铁
103,448,62,硅
103,457,58,铁
103,477,60,宝
103,531,58,宝
103,556,58,铜
104,5,58,硅
104,82,58,硅
104,106,58,铜
104,117,58,油
104,125,60,铁
104,203,58,铁
104,216,60,铜
104,259,60,铜
104,281,60,铜
104,315,60,铜
104,324,58,硅
104,340,60,铁
104,442,60,铜
104,482,60,铜
104,488,60,油
104,498,60,宝
104,530,60,铜
105,9,58,油
105,101,58,宝
105,159,60,油
105,166,60,油
105,174,58,宝
105,177,58,油
105,183,58,宝
105,198,58,铁
105,199,58,宝
105,238,58,硅
105,250,60,铁
105,276,58,硅
105,302,60,铜
105,322,60,硅
105,323,58,宝
105,332,60,铁
105,336,58,油
105,346,58,油
105,374,58,宝
105,378,60,硅
105,383,58,宝
105,479,60,硅
105,482,58,铁
105,496,58,铜
105,570,60,宝
105,581,58,油
105,588,58,铜
106,39,58,硅
106,42,58,铁
106,58,58,油
106,103,58,铁
106,136,60,宝
106,201,58,铜
106,203,58,铁
106,229,58,铁
106,263,60,油
106,282,60,油
106,330,60,硅
106,352,60,油
106,394,58,油
106,432,58,油
106,435,58,宝
106,442,58,油
106,446,60,硅
106,453,58,硅
106,562,58,油
106,593,60,宝
107,44,58,宝
107,51,60,油
107,78,60,宝
107,111,60,铁
107,176,60,铁
107,180,58,铁
107,192,58,油
107,249,58,宝
107,254,60,铁
107,298,60,宝
107,309,58,油
107,356,60,铜
107,371,60,硅
107,414,58,油
107,433,60,铁
107,449,60,宝
107,456,58,铜
107,531,58,铜
107,582,58,铁
107,598,60,宝
108,11,58,宝
108,17,60,宝
108,48,62,宝
108,105,60,铜
108,167,60,油
108,202,60,宝
108,221,58,铜
108,248,58,油
108,257,58,宝
108,282,60,铜
108,288,58,宝
108,341,58,铜
108,344,60,油
108,357,60,硅
108,421,60,宝
108,507,62,油
108,523,60,油
108,556,60,铁
109,17,60,硅
109,43,58,硅
109,49,60,油
109,66,60,铁
109,95,60,宝
109,146,60,油
109,219,60,铁
109,251,60,铜
109,257,60,硅
109,302,58,硅
109,315,58,铜
109,346,58,宝
109,350,60,铁
109,362,60,铜
109,368,62,硅
109,426,58,油
109,460,64,硅
109,468,58,油
