x,y,level,type
30,29,60,
30,103,58,铁
30,185,60,铁
30,245,60,硅
30,262,60,宝
30,265,58,铜
30,334,58,油
30,336,58,铁
30,356,58,铜
30,372,60,铁
30,385,58,宝
30,401,58,宝
30,434,58,硅
30,439,58,油
30,466,60,硅
30,546,58,铜
30,555,58,铁
30,560,58,油
30,568,60,油
30,572,58,铁
31,18,60,铁
31,97,62,硅
31,98,58,硅
31,167,60,硅
31,227,60,铁
31,236,58,宝
31,287,60,铁
31,289,58,油
31,302,60,铁
31,367,58,宝
31,384,58,铜
31,413,60,油
31,527,60,铜
31,538,60,铜
31,555,58,铜
31,564,58,油
31,585,60,硅
31,587,60,宝
32,15,58,铜
32,41,60,宝
32,57,60,铜
32,103,60,油
32,109,58,铁
32,145,58,铜
32,167,60,硅
32,184,60,铜
32,233,60,宝
32,242,58,铁
32,318,58,硅
32,354,60,硅
32,357,60,宝
32,372,60,铁
32,384,58,铁
32,390,60,宝
32,397,58,铁
32,462,58,油
32,476,60,铁
32,478,58,宝
32,532,60,硅
32,547,60,宝
32,557,58,油
32,577,60,油
32,581,58,油
32,583,58,硅
33,15,58,铁
33,55,58,宝
33,71,58,铁
33,84,60,宝
33,151,60,宝
33,207,68,硅
33,218,70,硅
33,273,60,宝
33,287,60,油
33,310,58,铜
33,318,60,
33,322,60,宝
33,426,58,铜
33,434,58,油
33,455,60,铁
33,491,58,宝
33,545,58,铜
33,549,58,铜
33,552,58,铁
33,571,60,铁
33,595,58,宝
34,8,58,宝
34,68,60,油
34,127,60,
34,373,58,铁
34,409,60,宝
34,454,58,油
34,493,58,油
34,505,60,
34,518,60,铁
34,576,58,宝
34,584,58,宝
35,2,60,
35,24,58,铜
35,27,58,铜
35,93,60,铁
35,104,58,铜
35,228,58,宝
35,233,58,油
35,235,60,油
35,241,58,铁
35,259,58,宝
35,262,58,宝
35,300,58,宝
35,311,58,油
35,378,58,宝
35,398,60,铁
35,432,60,油
35,443,58,铜
35,546,58,铜
35,564,60,油
36,63,58,宝
36,91,58,油
36,113,60,宝
36,142,58,铁
36,168,58,宝
36,298,58,油
36,382,60,油
36,386,60,铁
36,400,58,铁
36,425,60,油
36,450,58,宝
36,453,58,铁
36,463,60,铁
36,472,60,
36,496,60,油
36,584,60,
37,15,58,宝
37,18,58,油
37,35,58,宝
37,47,58,宝
37,63,60,油
37,80,58,铁
37,86,60,铁
37,90,58,油
37,181,60,
37,191,58,宝
37,282,60,
37,283,60,铁
37,307,58,铜
37,365,58,油
37,426,58,油
37,445,58,铁
37,448,58,铜
37,476,60,宝
37,498,60,宝
37,533,58,铁
38,23,60,宝
38,57,58,铁
38,79,60,宝
38,83,60,宝
38,105,58,铁
38,126,60,宝
38,143,60,
38,148,58,油
38,161,58,铜
38,170,58,宝
38,211,70,硅
38,257,60,铁
38,259,58,铜
38,360,60,铁
38,473,60,宝
38,525,58,铁
38,538,60,铁
38,574,60,宝
38,585,60,油
39,37,58,宝
39,38,60,铁
39,54,60,油
39,69,58,油
39,81,58,宝
39,132,58,宝
39,148,58,油
39,251,58,油
39,258,60,油
39,274,58,铁
39,291,58,铁
39,362,58,油
39,378,58,油
39,449,58,铜
39,465,60,油
39,471,60,油
39,486,60,
