x,y,level,type
120,51,60,宝
120,53,60,油
120,110,60,宝
120,112,58,硅
120,150,60,铁
120,153,58,硅
120,159,60,宝
120,192,58,宝
120,196,58,硅
120,198,60,铜
120,244,58,硅
120,257,58,铜
120,261,60,铁
120,262,58,铜
120,281,60,硅
120,310,60,宝
120,311,60,宝
120,332,60,铁
120,341,60,宝
120,344,58,油
120,356,58,油
120,436,60,宝
120,473,60,铁
120,490,58,铁
120,499,58,宝
120,513,64,硅
120,550,60,油
120,551,60,铜
120,552,58,油
120,566,60,宝
120,568,58,宝
121,37,60,宝
121,67,60,铜
121,69,60,硅
121,100,60,宝
121,101,58,硅
121,213,60,铁
121,265,62,硅
121,282,58,油
121,285,60,宝
121,302,58,硅
121,313,60,油
121,332,60,硅
121,344,60,硅
121,368,58,铜
121,384,60,宝
121,449,58,油
121,487,60,铁
121,521,58,铜
121,526,58,硅
122,3,60,油
122,5,60,宝
122,54,60,宝
122,97,60,油
122,131,58,铜
122,158,58,硅
122,169,60,硅
122,208,60,铁
122,213,58,铁
122,225,58,宝
122,258,60,油
122,275,60,铜
122,373,60,硅
122,378,58,铜
122,455,60,铁
122,515,58,宝
122,567,58,宝
122,583,58,铜
123,150,58,铁
123,158,60,铜
123,159,60,宝
123,194,58,油
123,262,58,铁
123,279,60,铜
123,288,60,宝
123,291,60,油
123,295,60,宝
123,302,60,宝
123,333,60,铜
123,334,58,硅
123,348,58,硅
123,388,60,硅
123,392,58,宝
123,409,58,宝
123,425,58,硅
123,444,60,宝
123,461,60,铜
123,467,58,油
123,476,60,宝
123,505,58,铁
123,544,58,油
123,565,60,硅
123,571,58,铁
123,587,60,硅
123,588,60,铁
124,120,58,铁
124,137,58,铜
124,165,58,铁
124,200,60,铁
124,207,58,铜
124,220,58,铁
124,276,60,铜
124,299,58,油
124,301,60,铁
124,323,58,铁
124,367,60,铜
124,385,60,铜
124,413,60,铁
124,499,62,硅
124,501,58,铁
124,503,60,硅
124,521,58,铁
124,565,60,宝
124,570,58,铁
124,579,58,铜
124,582,60,硅
124,585,58,宝
125,2,58,油
125,58,60,宝
125,71,58,油
125,112,60,宝
125,120,60,铁
125,132,58,铁
125,143,60,铜
125,147,60,铁
125,168,60,铜
125,183,58,油
125,197,60,油
125,202,60,油
125,208,58,硅
125,216,58,铜
125,261,58,铜
125,265,58,铜
125,266,60,硅
125,305,58,硅
125,337,60,铜
125,340,58,铜
125,342,60,硅
125,343,60,铜
125,344,60,铁
125,347,58,铜
125,401,58,硅
125,410,60,铁
125,447,60,硅
125,480,60,油
125,544,60,宝
125,556,58,宝
125,560,58,油
125,592,58,硅
125,596,60,油
126,24,58,油
126,52,58,铜
126,68,60,宝
126,78,60,铁
126,135,60,铜
126,163,60,油
126,194,60,铁
126,212,60,铜
126,260,62,宝
126,288,58,铜
126,333,58,硅
126,368,58,宝
126,404,58,硅
126,445,58,油
126,447,58,硅
126,461,58,铁
126,517,60,油
126,518,58,铜
126,573,60,铁
126,591,60,铁
126,597,58,宝
127,10,58,铜
127,41,58,宝
127,58,60,硅
127,74,58,宝
127,78,58,宝
127,108,60,铁
127,131,58,铜
127,133,60,硅
127,136,60,油
127,173,58,油
127,238,58,铜
127,256,60,宝
127,267,60,铁
127,278,58,硅
127,284,60,铁
127,312,58,油
127,331,60,硅
127,341,60,铜
127,364,58,铁
127,366,60,油
127,367,60,油
127,372,60,油
127,398,60,油
127,413,58,铜
127,452,58,油
127,456,60,油
127,472,64,硅
127,476,60,宝
127,489,58,硅
127,531,60,铜
127,536,60,宝
128,3,60,油
128,54,60,铜
128,56,58,铁
128,57,58,铁
128,73,58,油
128,77,60,铜
128,133,58,铜
128,203,60,铁
128,264,60,油
128,282,60,硅
128,309,60,宝
128,324,60,硅
128,429,60,硅
128,433,60,宝
128,465,58,宝
128,496,60,铁
128,525,58,宝
129,9,60,铜
129,31,60,油
129,60,58,铜
129,88,60,铁
129,104,60,硅
129,112,58,铜
129,128,58,油
129,134,60,硅
129,157,60,油
129,259,60,铁
129,283,58,宝
129,284,58,铜
129,358,60,硅
129,366,60,宝
129,370,60,宝
129,380,58,硅
129,401,60,硅
129,428,58,铜
129,429,58,铜
129,534,60,铜
129,544,58,油
