x,y,level,type
510,88,58,宝
510,120,60,硅
510,135,64,宝
510,152,58,油
510,228,60,硅
510,230,58,铁
510,256,60,宝
510,265,58,宝
510,299,58,油
510,308,58,油
510,324,60,硅
510,395,58,铜
510,405,60,硅
510,426,60,铜
510,458,58,硅
510,488,58,宝
510,541,60,铁
510,570,58,铜
510,586,58,硅
511,12,62,硅
511,43,60,铜
511,52,60,铜
511,55,58,铜
511,87,58,油
511,148,58,宝
511,152,60,铁
511,162,58,硅
511,180,60,铁
511,194,58,硅
511,217,58,铜
511,263,58,油
511,272,58,铁
511,307,60,宝
511,387,60,铜
511,412,58,铜
511,415,60,宝
511,437,60,硅
511,470,58,宝
511,486,60,宝
511,490,60,铁
511,521,58,硅
511,583,60,油
512,34,58,宝
512,70,60,油
512,82,60,铜
512,107,60,铁
512,135,60,铁
512,203,58,铁
512,212,60,铁
512,249,60,铁
512,262,60,铁
512,277,60,硅
512,295,60,铁
512,403,60,硅
512,405,60,铁
512,409,60,铜
512,439,60,油
512,442,58,油
512,465,60,硅
512,547,58,宝
512,585,58,硅
512,599,60,铜
513,17,58,硅
513,31,58,铁
513,65,58,硅
513,99,60,铜
513,132,58,铜
513,151,60,铁
513,170,58,铜
513,173,58,铜
513,329,60,宝
513,350,60,宝
513,371,60,铜
513,379,60,宝
513,404,60,铁
513,411,60,铜
513,487,58,硅
513,527,58,铁
513,531,58,铁
513,544,58,铜
513,560,58,油
513,565,58,铁
513,566,60,铁
513,574,60,铁
514,21,58,硅
514,62,60,铜
514,70,58,油
514,83,60,宝
514,143,60,铁
514,181,60,铜
514,213,58,宝
514,215,58,铁
514,239,58,铜
514,256,58,硅
514,270,60,油
514,417,60,铁
514,507,60,铜
514,520,58,宝
514,521,60,铜
514,528,60,铁
514,551,60,硅
515,9,58,油
515,23,60,油
515,56,58,铜
515,71,58,硅
515,169,58,铁
515,176,60,硅
515,179,58,硅
515,199,60,宝
515,225,60,宝
515,259,60,硅
515,278,58,铁
515,282,60,硅
515,311,58,硅
515,428,58,铜
515,435,58,硅
515,458,58,铜
515,526,60,硅
515,554,60,油
516,31,60,宝
516,76,58,油
516,124,60,油
516,149,60,硅
516,156,60,油
516,176,62,宝
516,211,60,铁
516,350,60,硅
516,373,58,铜
516,374,58,硅
516,406,60,硅
516,459,60,油
516,475,60,硅
516,525,58,铜
517,34,58,铁
517,48,58,油
517,215,60,油
517,294,60,铜
517,295,60,宝
517,322,60,铜
517,365,58,油
517,427,60,铜
517,445,58,宝
517,534,60,硅
517,537,60,宝
517,555,58,宝
517,559,60,铁
517,579,60,油
518,112,60,铁
518,117,60,宝
518,118,58,铁
518,122,58,宝
518,146,60,铁
518,148,58,铜
518,157,60,油
518,173,58,铜
518,185,60,宝
518,190,58,铁
518,192,58,铁
518,202,58,铁
518,212,60,铜
518,215,60,油
518,230,58,铁
518,238,60,铁
518,248,58,铜
518,260,60,硅
518,264,58,油
518,265,60,硅
518,387,60,硅
518,431,60,铜
518,486,60,铜
518,497,58,硅
518,519,58,铜
518,530,58,铜
518,589,60,油
519,8,58,宝
519,9,58,铜
519,31,60,宝
519,39,60,铜
519,67,58,铁
519,96,58,铁
519,153,58,宝
519,169,60,油
519,262,60,宝
519,264,58,硅
519,298,58,铜
519,358,58,铜
519,381,58,铜
519,403,60,油
519,416,58,油
519,422,60,宝
519,426,58,油
519,444,60,铜
519,450,58,硅
519,498,58,宝
