x,y,level,type
20,78,60,宝
20,89,58,硅
20,174,58,宝
20,221,58,宝
20,234,60,油
20,387,60,铜
20,398,58,宝
20,403,60,油
20,407,60,油
20,415,58,宝
20,420,58,铜
20,427,58,宝
20,452,58,油
20,508,58,铜
20,552,60,铜
20,554,62,硅
20,563,60,铜
20,577,64,硅
20,582,60,宝
20,592,60,铁
21,13,58,硅
21,27,60,铜
21,64,58,铁
21,100,58,油
21,118,58,宝
21,146,60,硅
21,207,58,油
21,223,60,油
21,226,60,宝
21,255,58,铜
21,264,60,宝
21,284,62,硅
21,300,58,铁
21,353,60,铁
21,398,60,硅
21,410,58,硅
21,418,58,硅
21,445,58,宝
21,520,58,宝
22,78,68,硅
22,99,60,宝
22,119,60,宝
22,122,58,硅
22,133,58,油
22,182,60,铁
22,217,60,硅
22,249,58,铜
22,260,58,宝
22,290,60,硅
22,307,66,硅
22,309,58,铁
22,346,58,宝
22,410,62,硅
22,437,60,宝
22,462,60,铜
22,498,60,铁
22,542,58,铁
22,549,60,硅
23,39,58,宝
23,51,58,宝
23,60,60,铁
23,124,58,油
23,134,58,铁
23,160,60,宝
23,172,58,铁
23,205,68,
23,277,58,铜
23,309,58,铁
23,325,70,硅
23,345,60,油
23,404,58,铜
23,438,58,铁
23,458,62,硅
23,501,60,硅
23,513,58,铜
23,521,58,铜
23,525,58,宝
23,540,62,硅
23,571,58,硅
23,575,60,硅
23,586,58,铁
24,9,60,油
24,47,58,宝
24,63,60,铜
24,64,58,宝
24,86,60,铁
24,152,58,油
24,174,60,铜
24,181,58,铁
24,207,68,
24,220,60,宝
24,233,58,宝
24,247,58,铁
24,276,58,宝
24,277,58,硅
24,308,58,硅
24,346,60,铜
24,385,60,宝
24,396,58,铁
24,412,58,宝
24,473,58,宝
24,507,58,铜
24,510,58,铜
24,521,58,硅
24,529,60,硅
24,531,58,铁
24,566,58,油
25,79,60,铜
25,86,60,油
25,96,60,宝
25,121,58,铁
25,124,60,铁
25,132,60,铁
25,161,60,宝
25,194,60,宝
25,205,60,铜
25,219,58,油
25,233,60,硅
25,285,60,铁
25,291,60,油
25,301,60,宝
25,326,60,宝
25,468,58,铁
25,499,60,铁
25,540,58,铜
25,546,58,宝
25,591,58,硅
26,18,60,铁
26,132,60,硅
26,148,58,铁
26,167,60,硅
26,178,58,硅
26,183,58,铁
26,204,58,宝
26,208,60,铁
26,209,64,硅
26,327,60,铁
26,337,60,油
26,357,60,油
26,427,60,铁
26,461,60,油
26,480,58,铁
26,508,60,铁
26,526,58,铜
26,535,58,铜
27,118,60,铁
27,179,60,硅
27,254,60,宝
27,263,58,硅
27,279,60,油
27,297,58,油
27,346,60,铜
27,352,60,宝
27,363,60,宝
27,382,58,铁
27,417,62,硅
27,491,60,铜
27,522,58,宝
27,534,60,宝
27,556,60,铁
27,557,60,宝
27,558,60,宝
27,589,58,油
28,71,60,硅
28,92,58,油
28,98,58,铁
28,156,58,铁
28,282,60,油
28,290,58,铁
28,295,58,铜
28,304,58,油
28,394,60,铁
28,454,58,硅
28,477,62,硅
28,512,58,硅
28,516,60,铜
28,552,58,硅
29,2,60,硅
29,19,60,宝
29,27,60,铁
29,78,58,铜
29,140,60,油
29,179,58,宝
29,234,60,铜
29,244,60,宝
29,250,60,宝
29,300,58,铜
29,305,58,宝
29,318,58,铜
29,356,60,铁
29,360,60,铜
29,395,60,硅
29,399,60,铜
29,407,60,铁
29,409,60,宝
29,466,60,铜
29,489,60,铜
29,504,58,铜
29,540,60,铜
29,555,60,油
29,557,58,硅
