x,y,level,type
500,4,58,宝
500,78,60,油
500,125,60,铜
500,128,58,铜
500,130,60,宝
500,131,58,铜
500,230,60,铜
500,240,58,
500,298,62,宝
500,422,60,硅
500,426,58,油
500,436,58,宝
500,466,60,铁
500,542,58,油
500,558,58,油
500,573,58,铁
501,32,60,油
501,56,58,铁
501,134,58,硅
501,166,60,铁
501,170,60,铜
501,176,58,油
501,201,58,铜
501,234,60,油
501,310,58,宝
501,326,60,铁
501,338,60,铜
501,408,60,铁
501,429,58,铜
501,454,60,铁
501,500,58,硅
501,510,58,油
501,531,60,硅
502,23,58,铜
502,28,58,油
502,70,58,硅
502,117,60,油
502,155,58,铁
502,171,58,硅
502,201,58,宝
502,210,58,硅
502,211,60,铜
502,222,58,宝
502,257,60,铜
502,262,58,硅
502,291,58,宝
502,316,60,铁
502,333,60,油
502,344,58,硅
502,345,60,硅
502,358,58,铜
502,492,60,油
502,509,58,铜
503,1,58,宝
503,15,60,硅
503,19,58,宝
503,52,60,硅
503,84,58,铜
503,97,62,硅
503,104,58,油
503,110,60,宝
503,122,60,油
503,123,58,硅
503,132,58,铁
503,136,58,铁
503,183,58,宝
503,214,60,宝
503,234,58,宝
503,239,60,宝
503,246,60,铜
503,295,58,铁
503,296,58,宝
503,341,60,铜
503,367,60,油
503,486,60,铁
503,509,60,宝
503,521,58,硅
503,522,60,铜
503,582,62,硅
504,21,58,硅
504,42,60,铜
504,44,60,油
504,48,60,铁
504,115,58,铜
504,141,60,硅
504,149,62,宝
504,171,60,硅
504,172,60,硅
504,209,58,铜
504,237,60,铁
504,253,60,油
504,272,60,油
504,275,60,铁
504,301,58,宝
504,332,58,油
504,352,58,铜
504,359,60,铁
504,362,60,宝
504,433,60,铁
504,447,60,铁
504,458,58,宝
504,506,58,宝
504,520,58,硅
504,588,60,铁
505,8,60,油
505,16,60,铁
505,24,58,宝
505,27,60,铁
505,39,60,铜
505,79,60,宝
505,84,60,油
505,91,58,油
505,97,60,硅
505,102,58,油
505,134,58,宝
505,174,60,油
505,193,58,宝
505,238,58,宝
505,240,58,硅
505,373,60,油
505,374,60,铁
505,421,58,铜
505,444,60,铜
505,445,60,铁
505,473,58,硅
505,476,60,宝
505,521,60,铜
505,553,60,宝
505,579,60,油
505,595,58,铜
506,110,60,铁
506,119,60,硅
506,128,60,油
506,144,60,油
506,252,60,铜
506,261,60,硅
506,375,58,铁
506,442,60,宝
506,446,58,宝
506,472,58,油
506,486,58,铜
506,487,58,宝
506,493,58,铜
506,558,58,铁
506,582,58,宝
507,40,58,铁
507,59,60,硅
507,81,60,硅
507,88,60,油
507,121,58,铜
507,126,68,硅
507,139,60,铜
507,145,60,铜
507,148,60,铜
507,167,58,铜
507,219,58,宝
507,228,58,硅
507,240,60,铜
507,258,60,宝
507,272,58,宝
507,302,60,硅
507,324,58,铜
507,342,60,油
507,358,60,宝
507,372,58,铁
507,404,58,硅
507,461,58,铁
507,472,58,油
507,493,58,铜
507,533,60,铜
507,535,58,硅
507,554,58,铁
507,560,60,宝
507,579,58,铁
507,599,60,宝
508,23,62,宝
508,39,62,硅
508,46,60,铁
508,57,60,铜
508,72,60,宝
508,90,58,硅
508,125,64,硅
508,126,66,硅
508,139,58,铁
508,171,60,铁
508,172,60,宝
508,182,58,油
508,233,58,铜
508,256,58,油
508,260,58,硅
508,306,60,铁
508,358,60,硅
508,365,58,宝
508,371,58,铁
508,428,58,硅
508,464,60,铜
508,466,60,硅
508,468,58,油
508,486,60,铁
508,502,60,油
508,546,60,油
508,583,58,铜
508,586,60,铜
509,4,60,油
509,22,58,宝
509,50,60,铜
509,160,58,油
509,183,60,宝
509,221,60,铜
509,225,60,铁
509,265,58,铁
509,335,60,宝
509,420,58,铜
509,466,58,铜
509,478,60,硅
509,503,58,铜
509,520,58,油
509,571,58,铁
509,577,60,铜
